date,product_code,customer_code,date_key,year,month_name,month_short_name,quarter,year_quarter,customer,market,platform,channel,division,category,product,variant,sold_quantity,price_inr,total_amount_inr
2024-02-01,ARCHE71D79,90002004,202402,2024,February,Feb,Q1,2024-Q1,Atlikon Sports India,India,Brick & Mortar,Direct,Archery,Arm Guard,NX Archery Arm Guard,Large,108,5830,629640
2024-02-01,BADM88C384,90002004,202402,2024,February,Feb,Q1,2024-Q1,Atlikon Sports India,India,Brick & Mortar,Direct,Badminton,Badminton Racket,AX PowerDrive Badminton Racket,Intermediate,65,790,51350
2024-02-01,BADMA5EBA3,90002004,202402,2024,February,Feb,Q1,2024-Q1,Atlikon Sports India,India,Brick & Mortar,Direct,Badminton,Badminton Racket,BX AeroLite Badminton Racket,Even Balance,87,5910,514170
2024-02-01,BADM4BAB38,90002004,202402,2024,February,Feb,Q1,2024-Q1,Atlikon Sports India,India,Brick & Mortar,Direct,Badminton,Badminton Racket,BX AeroLite Badminton Racket,Advanced,40,6460,258400
2024-02-01,BADMDC6AB1,90002004,202402,2024,February,Feb,Q1,2024-Q1,Atlikon Sports India,India,Brick & Mortar,Direct,Badminton,Badminton Racket,AX PowerDrive Badminton Racket,Even Balance,122,1820,222040
2024-02-01,BADM50C510,90002004,202402,2024,February,Feb,Q1,2024-Q1,Atlikon Sports India,India,Brick & Mortar,Direct,Badminton,Badminton Racket,AX PowerDrive Badminton Racket,Head Heavy,36,1660,59760
2024-02-01,BADM2459FB,90002004,202402,2024,February,Feb,Q1,2024-Q1,Atlikon Sports India,India,Brick & Mortar,Direct,Badminton,Badminton Racket,AX PowerDrive Badminton Racket,Flexible Shaft,80,1670,133600
2024-02-01,BADM9DDCED,90002004,202402,2024,February,Feb,Q1,2024-Q1,Atlikon Sports India,India,Brick & Mortar,Direct,Badminton,Badminton Racket,AX PowerDrive Badminton Racket,Head Light,102,2320,236640
2024-02-01,BADMD11DA6,90002004,202402,2024,February,Feb,Q1,2024-Q1,Atlikon Sports India,India,Brick & Mortar,Direct,Badminton,Badminton Racket,BX AeroLite Badminton Racket,4U Weight,39,3510,136890
2024-02-01,BADMDA1B05,90002004,202402,2024,February,Feb,Q1,2024-Q1,Atlikon Sports India,India,Brick & Mortar,Direct,Badminton,Badminton Racket,BX AeroLite Badminton Racket,Stiff Shaft,99,3010,297990
2024-02-01,BADM376040,90002004,202402,2024,February,Feb,Q1,2024-Q1,Atlikon Sports India,India,Brick & Mortar,Direct,Badminton,Badminton Racket,BX AeroLite Badminton Racket,Flexible Shaft,107,2250,240750
2024-02-01,BADM03A202,90002004,202402,2024,February,Feb,Q1,2024-Q1,Atlikon Sports India,India,Brick & Mortar,Direct,Badminton,Badminton Racket,BX AeroLite Badminton Racket,Head Light,14,3980,55720
2024-02-01,BADME151E6,90002004,202402,2024,February,Feb,Q1,2024-Q1,Atlikon Sports India,India,Brick & Mortar,Direct,Badminton,Badminton Racket,AX PowerDrive Badminton Racket,4U Weight,48,1430,68640
2024-02-01,BADMDA5EC8,90002004,202402,2024,February,Feb,Q1,2024-Q1,Atlikon Sports India,India,Brick & Mortar,Direct,Badminton,Badminton Racket,AX PowerDrive Badminton Racket,Advanced,62,2820,174840
2024-02-01,BADM48A260,90002004,202402,2024,February,Feb,Q1,2024-Q1,Atlikon Sports India,India,Brick & Mortar,Direct,Badminton,Badminton Racket,BX AeroLite Badminton Racket,Beginner,92,2260,207920
2024-02-01,BADM8FFE12,90002004,202402,2024,February,Feb,Q1,2024-Q1,Atlikon Sports India,India,Brick & Mortar,Direct,Badminton,Badminton Racket,AX PowerDrive Badminton Racket,Stiff Shaft,34,3140,106760
2024-02-01,BADM1B8332,90002004,202402,2024,February,Feb,Q1,2024-Q1,Atlikon Sports India,India,Brick & Mortar,Direct,Badminton,Badminton Racket,AX PowerDrive Badminton Racket,3U Weight,107,4910,525370
2024-02-01,BADM7E90FB,90002004,202402,2024,February,Feb,Q1,2024-Q1,Atlikon Sports India,India,Brick & Mortar,Direct,Badminton,Badminton Racket,BX AeroLite Badminton Racket,3U Weight,15,1750,26250
2024-02-01,BASK7F5383,90002004,202402,2024,February,Feb,Q1,2024-Q1,Atlikon Sports India,India,Brick & Mortar,Direct,Basketball,Basketball Jersey,AX DryFit Basketball Jersey,L,37,3660,135420
2024-02-01,BASKEE612D,90002004,202402,2024,February,Feb,Q1,2024-Q1,Atlikon Sports India,India,Brick & Mortar,Direct,Basketball,Basketball,BX Grip Indoor Basketball,Size 7,99,4130,408870
2024-02-01,BASK4C69DF,90002004,202402,2024,February,Feb,Q1,2024-Q1,Atlikon Sports India,India,Brick & Mortar,Direct,Basketball,Basketball Jersey,AX DryFit Basketball Jersey,M,21,830,17430
2024-02-01,BASK9E4294,90002004,202402,2024,February,Feb,Q1,2024-Q1,Atlikon Sports India,India,Brick & Mortar,Direct,Basketball,Basketball,BX Grip Indoor Basketball,Size 5,49,4230,207270
2024-02-01,BASKEE32E4,90002004,202402,2024,February,Feb,Q1,2024-Q1,Atlikon Sports India,India,Brick & Mortar,Direct,Basketball,Basketball,BX Grip Indoor Basketball,Size 6,27,1580,42660
2024-02-01,BASKE57A19,90002004,202402,2024,February,Feb,Q1,2024-Q1,Atlikon Sports India,India,Brick & Mortar,Direct,Basketball,Basketball Hoop,HX Portable Basketball Hoop,Standard Height,66,940,62040
2024-02-01,BASK728A58,90002004,202402,2024,February,Feb,Q1,2024-Q1,Atlikon Sports India,India,Brick & Mortar,Direct,Basketball,Basketball Shoes,RX Jump Basketball Shoes,UK 7,42,8180,343560
2024-02-01,BASKED86BF,90002004,202402,2024,February,Feb,Q1,2024-Q1,Atlikon Sports India,India,Brick & Mortar,Direct,Basketball,Basketball Hoop,HX Portable Basketball Hoop,Adjustable Height,118,6390,754020
2024-02-01,BASK32528E,90002004,202402,2024,February,Feb,Q1,2024-Q1,Atlikon Sports India,India,Brick & Mortar,Direct,Basketball,Basketball Shoes,RX Jump Basketball Shoes,UK 9,95,7070,671650
2024-02-01,CAMP24F868,90002004,202402,2024,February,Feb,Q1,2024-Q1,Atlikon Sports India,India,Brick & Mortar,Direct,Camping,Tent,CX QuickPitch Tent,4 Person,117,4540,531180
2024-02-01,CAMPA3B110,90002004,202402,2024,February,Feb,Q1,2024-Q1,Atlikon Sports India,India,Brick & Mortar,Direct,Camping,Lantern,LX BrightGlow LED Lantern,Rechargeable,94,4400,413600
2024-02-01,CAMPEE1159,90002004,202402,2024,February,Feb,Q1,2024-Q1,Atlikon Sports India,India,Brick & Mortar,Direct,Camping,Lantern,LX BrightGlow LED Lantern,Battery,73,4600,335800
2024-02-01,CAMP7A5E65,90002004,202402,2024,February,Feb,Q1,2024-Q1,Atlikon Sports India,India,Brick & Mortar,Direct,Camping,Camping Stove,PX MiniGas Stove,Single Burner,119,1890,224910
2024-02-01,CAMP69AF0F,90002004,202402,2024,February,Feb,Q1,2024-Q1,Atlikon Sports India,India,Brick & Mortar,Direct,Camping,Folding Chair,MX Relax Folding Chair,XL,96,8550,820800
2024-02-01,CAMP10C410,90002004,202402,2024,February,Feb,Q1,2024-Q1,Atlikon Sports India,India,Brick & Mortar,Direct,Camping,Ice Box,FX ChillBox Cooler,20L,46,6000,276000
2024-02-01,CAMPECAADE,90002004,202402,2024,February,Feb,Q1,2024-Q1,Atlikon Sports India,India,Brick & Mortar,Direct,Camping,Sleeping Bag,HX WarmComfort Sleeping Bag,-5°C,116,10560,1224960
2024-02-01,CAMPF24336,90002004,202402,2024,February,Feb,Q1,2024-Q1,Atlikon Sports India,India,Brick & Mortar,Direct,Camping,Tent,CX QuickPitch Tent,2 Person,110,11540,1269400
2024-02-01,CAMPE624C8,90002004,202402,2024,February,Feb,Q1,2024-Q1,Atlikon Sports India,India,Brick & Mortar,Direct,Camping,Camping Mat,TX RollLite Sleeping Mat,15 mm,31,4980,154380
2024-02-01,CAMP11E3FA,90002004,202402,2024,February,Feb,Q1,2024-Q1,Atlikon Sports India,India,Brick & Mortar,Direct,Camping,Folding Chair,MX Relax Folding Chair,Standard,119,7410,881790
2024-02-01,CAMPCB6B05,90002004,202402,2024,February,Feb,Q1,2024-Q1,Atlikon Sports India,India,Brick & Mortar,Direct,Camping,Ice Box,FX ChillBox Cooler,40L,43,1160,49880
2024-02-01,CAMPDFA679,90002004,202402,2024,February,Feb,Q1,2024-Q1,Atlikon Sports India,India,Brick & Mortar,Direct,Camping,Camping Stove,PX MiniGas Stove,Double Burner,71,1970,139870
2024-02-01,CAMP4005E6,90002004,202402,2024,February,Feb,Q1,2024-Q1,Atlikon Sports India,India,Brick & Mortar,Direct,Camping,Camping Tools,NX MultiTool Knife Set,11-in-1,53,840,44520
2024-02-01,CRIC6888B0,90002004,202402,2024,February,Feb,Q1,2024-Q1,Atlikon Sports India,India,Brick & Mortar,Direct,Cricket,Cricket Bat,KX Blaze Kashmir Willow Cricket Bat,Intermediate,9,3360,30240
2024-02-01,CRICE4E9A2,90002004,202402,2024,February,Feb,Q1,2024-Q1,Atlikon Sports India,India,Brick & Mortar,Direct,Cricket,Cricket Ball,SR Strike Leather Cricket Ball,White 156g,18,4480,80640
2024-02-01,CRIC670481,90002004,202402,2024,February,Feb,Q1,2024-Q1,Atlikon Sports India,India,Brick & Mortar,Direct,Cricket,Cricket Ball,SR Strike Leather Cricket Ball,Rubber Ball,6,1650,9900
2024-02-01,CRICCCD675,90002004,202402,2024,February,Feb,Q1,2024-Q1,Atlikon Sports India,India,Brick & Mortar,Direct,Cricket,Cricket Batting Gloves,PX Grip Cricket Batting Gloves,Left Hand,23,9230,212290
2024-02-01,CRIC05FECB,90002004,202402,2024,February,Feb,Q1,2024-Q1,Atlikon Sports India,India,Brick & Mortar,Direct,Cricket,Cricket Kit Bag,TRX Max Cricket Kit Bag,Heavy Duty Edition,28,1350,37800
2024-02-01,CRIC681856,90002004,202402,2024,February,Feb,Q1,2024-Q1,Atlikon Sports India,India,Brick & Mortar,Direct,Cricket,Cricket Bat,KX Blaze Kashmir Willow Cricket Bat,Balanced Weight,23,9680,222640
2024-02-01,CRICBBFD56,90002004,202402,2024,February,Feb,Q1,2024-Q1,Atlikon Sports India,India,Brick & Mortar,Direct,Cricket,Cricket Kit Bag,TRX Max Cricket Kit Bag,60L,22,5540,121880
2024-02-01,CRIC57FB52,90002004,202402,2024,February,Feb,Q1,2024-Q1,Atlikon Sports India,India,Brick & Mortar,Direct,Cricket,Cricket Ball,SR Strike Leather Cricket Ball,White 142g,16,2060,32960
2024-02-01,CRIC294CD6,90002004,202402,2024,February,Feb,Q1,2024-Q1,Atlikon Sports India,India,Brick & Mortar,Direct,Cricket,Cricket Ball,SR Strike Leather Cricket Ball,Red 156g,34,700,23800
2024-02-01,CRIC892BAA,90002004,202402,2024,February,Feb,Q1,2024-Q1,Atlikon Sports India,India,Brick & Mortar,Direct,Cricket,Cricket Kit Bag,TRX Max Cricket Kit Bag,80L,24,6400,153600
2024-02-01,CRIC2AE4DF,90002004,202402,2024,February,Feb,Q1,2024-Q1,Atlikon Sports India,India,Brick & Mortar,Direct,Cricket,Cricket Helmet,AX Guard Cricket Helmet,Lightweight Edition,21,6400,134400
2024-02-01,CRICC0D928,90002004,202402,2024,February,Feb,Q1,2024-Q1,Atlikon Sports India,India,Brick & Mortar,Direct,Cricket,Cricket Kit Bag,TRX Max Cricket Kit Bag,50L,5,5270,26350
2024-02-01,CRIC1FC74E,90002004,202402,2024,February,Feb,Q1,2024-Q1,Atlikon Sports India,India,Brick & Mortar,Direct,Cricket,Cricket Bat,KX Blaze Kashmir Willow Cricket Bat,Heavyweight,294,3630,1067220
2024-02-01,CRIC905F1B,90002004,202402,2024,February,Feb,Q1,2024-Q1,Atlikon Sports India,India,Brick & Mortar,Direct,Cricket,Cricket Batting Gloves,PX Grip Cricket Batting Gloves,Adult,527,4320,2276640
2024-02-01,CRIC35B3C7,90002004,202402,2024,February,Feb,Q1,2024-Q1,Atlikon Sports India,India,Brick & Mortar,Direct,Cricket,Cricket Batting Gloves,PX Grip Cricket Batting Gloves,Right Hand,72,8480,610560
2024-02-01,CRIC462BA5,90002004,202402,2024,February,Feb,Q1,2024-Q1,Atlikon Sports India,India,Brick & Mortar,Direct,Cricket,Cricket Pads,NX Pro Cricket Leg Guards,Medium,654,5380,3518520
2024-02-01,CRICBDB8DA,90002004,202402,2024,February,Feb,Q1,2024-Q1,Atlikon Sports India,India,Brick & Mortar,Direct,Cricket,Cricket Kit Bag,TRX Max Cricket Kit Bag,70L,334,6910,2307940
2024-02-01,CRIC1BA87E,90002004,202402,2024,February,Feb,Q1,2024-Q1,Atlikon Sports India,India,Brick & Mortar,Direct,Cricket,Cricket Batting Gloves,PX Grip Cricket Batting Gloves,Youth,677,4960,3357920
2024-02-01,CRIC7633A6,90002004,202402,2024,February,Feb,Q1,2024-Q1,Atlikon Sports India,India,Brick & Mortar,Direct,Cricket,Cricket Kit Bag,TRX Max Cricket Kit Bag,100L,75,1500,112500
2024-02-01,CRIC8B52CE,90002004,202402,2024,February,Feb,Q1,2024-Q1,Atlikon Sports India,India,Brick & Mortar,Direct,Cricket,Cricket Ball,SR Strike Leather Cricket Ball,Light Training 120g,429,4830,2072070
2024-02-01,CRIC538334,90002004,202402,2024,February,Feb,Q1,2024-Q1,Atlikon Sports India,India,Brick & Mortar,Direct,Cricket,Cricket Bat,KX Blaze Kashmir Willow Cricket Bat,Short Handle,206,7270,1497620
2024-02-01,CRIC385D92,90002004,202402,2024,February,Feb,Q1,2024-Q1,Atlikon Sports India,India,Brick & Mortar,Direct,Cricket,Cricket Pads,NX Pro Cricket Leg Guards,Small,192,4580,879360
2024-02-01,CRICF950D4,90002004,202402,2024,February,Feb,Q1,2024-Q1,Atlikon Sports India,India,Brick & Mortar,Direct,Cricket,Cricket Ball,SR Strike Leather Cricket Ball,Training Soft Ball,379,5170,1959430
2024-02-01,CRIC16E55F,90002004,202402,2024,February,Feb,Q1,2024-Q1,Atlikon Sports India,India,Brick & Mortar,Direct,Cricket,Cricket Bat,KX Blaze Kashmir Willow Cricket Bat,Long Handle,259,5260,1362340
2024-02-01,CRIC02DA3C,90002004,202402,2024,February,Feb,Q1,2024-Q1,Atlikon Sports India,India,Brick & Mortar,Direct,Cricket,Cricket Pads,NX Pro Cricket Leg Guards,Lightweight,94,4540,426760
2024-02-01,CRIC98DB22,90002004,202402,2024,February,Feb,Q1,2024-Q1,Atlikon Sports India,India,Brick & Mortar,Direct,Cricket,Cricket Batting Gloves,PX Grip Cricket Batting Gloves,Medium,413,5370,2217810
2024-02-01,CRICCE879E,90002004,202402,2024,February,Feb,Q1,2024-Q1,Atlikon Sports India,India,Brick & Mortar,Direct,Cricket,Cricket Pads,NX Pro Cricket Leg Guards,Pro Edition,572,1100,629200
2024-02-01,CRIC372046,90002004,202402,2024,February,Feb,Q1,2024-Q1,Atlikon Sports India,India,Brick & Mortar,Direct,Cricket,Cricket Bat,KX Blaze Kashmir Willow Cricket Bat,Youth,710,1540,1093400
2024-02-01,CRICF6D4C2,90002004,202402,2024,February,Feb,Q1,2024-Q1,Atlikon Sports India,India,Brick & Mortar,Direct,Cricket,Cricket Batting Gloves,PX Grip Cricket Batting Gloves,Pro Edition,562,1610,904820
2024-02-01,CRIC7270D1,90002004,202402,2024,February,Feb,Q1,2024-Q1,Atlikon Sports India,India,Brick & Mortar,Direct,Cricket,Cricket Ball,SR Strike Leather Cricket Ball,Pink 156g,488,5140,2508320
2024-02-01,CRIC64B186,90002004,202402,2024,February,Feb,Q1,2024-Q1,Atlikon Sports India,India,Brick & Mortar,Direct,Cricket,Cricket Helmet,AX Guard Cricket Helmet,Medium,212,3260,691120
2024-02-01,CRIC2841E6,90002004,202402,2024,February,Feb,Q1,2024-Q1,Atlikon Sports India,India,Brick & Mortar,Direct,Cricket,Cricket Batting Gloves,PX Grip Cricket Batting Gloves,XL,127,6830,867410
2024-02-01,CRIC2101AF,90002004,202402,2024,February,Feb,Q1,2024-Q1,Atlikon Sports India,India,Brick & Mortar,Direct,Cricket,Cricket Pads,NX Pro Cricket Leg Guards,Youth,314,6260,1965640
2024-02-01,CRICDB62E7,90002004,202402,2024,February,Feb,Q1,2024-Q1,Atlikon Sports India,India,Brick & Mortar,Direct,Cricket,Cricket Kit Bag,TRX Max Cricket Kit Bag,Backpack Style,94,2200,206800
2024-02-01,CRICA7A3B4,90002004,202402,2024,February,Feb,Q1,2024-Q1,Atlikon Sports India,India,Brick & Mortar,Direct,Cricket,Cricket Batting Gloves,PX Grip Cricket Batting Gloves,Lightweight,310,5190,1608900
2024-02-01,CRICD69383,90002004,202402,2024,February,Feb,Q1,2024-Q1,Atlikon Sports India,India,Brick & Mortar,Direct,Cricket,Cricket Ball,SR Strike Leather Cricket Ball,Wind Ball,327,5980,1955460
2024-02-01,FISH731A02,90002004,202402,2024,February,Feb,Q1,2024-Q1,Atlikon Sports India,India,Brick & Mortar,Direct,Fishing,Lure Kit,BX LureKit Assorted,20 Pieces,240,1070,256800
2024-02-01,FISH8CF49F,90002004,202402,2024,February,Feb,Q1,2024-Q1,Atlikon Sports India,India,Brick & Mortar,Direct,Fishing,Tackle Box,MX Fishing Tackle Box,Medium,551,2290,1261790
2024-02-01,FISH6AC780,90002004,202402,2024,February,Feb,Q1,2024-Q1,Atlikon Sports India,India,Brick & Mortar,Direct,Fishing,Tackle Box,MX Fishing Tackle Box,Large,450,6250,2812500
2024-02-01,FISHC4F1E3,90002004,202402,2024,February,Feb,Q1,2024-Q1,Atlikon Sports India,India,Brick & Mortar,Direct,Fishing,Lure Kit,BX LureKit Assorted,10 Pieces,544,2210,1202240
2024-02-01,FISH9C6E1A,90002004,202402,2024,February,Feb,Q1,2024-Q1,Atlikon Sports India,India,Brick & Mortar,Direct,Fishing,Reel,PX SmoothSpin Reel,3000,374,3310,1237940
2024-02-01,FISH9DCA51,90002004,202402,2024,February,Feb,Q1,2024-Q1,Atlikon Sports India,India,Brick & Mortar,Direct,Fishing,Fishing Rod,FX Carbon Fishing Rod,8 ft,314,4340,1362760
2024-02-01,FISHA6E17F,90002004,202402,2024,February,Feb,Q1,2024-Q1,Atlikon Sports India,India,Brick & Mortar,Direct,Fishing,Fishing Rod,FX Carbon Fishing Rod,6 ft,388,2440,946720
2024-02-01,FOOTDA10C6,90002004,202402,2024,February,Feb,Q1,2024-Q1,Atlikon Sports India,India,Brick & Mortar,Direct,Football,Football,NX Turf Control Football,Size 4,470,6430,3022100
2024-02-01,FOOT8B25BD,90002004,202402,2024,February,Feb,Q1,2024-Q1,Atlikon Sports India,India,Brick & Mortar,Direct,Football,Football,FX Striker Training Football,Match Training,238,5420,1289960
2024-02-01,FOOTBCD3A9,90002004,202402,2024,February,Feb,Q1,2024-Q1,Atlikon Sports India,India,Brick & Mortar,Direct,Football,Football Shin Guards,ShieldX Football Shinguards,Lightweight Edition,282,2070,583740
2024-02-01,FOOTC865F3,90002004,202402,2024,February,Feb,Q1,2024-Q1,Atlikon Sports India,India,Brick & Mortar,Direct,Football,Goalkeeper Gloves,GK Defender Grip Gloves,Flat Cut Palm,485,3720,1804200
2024-02-01,FOOT9DB3E4,90002004,202402,2024,February,Feb,Q1,2024-Q1,Atlikon Sports India,India,Brick & Mortar,Direct,Football,Football,FX Striker Training Football,Outdoor Edition,381,2370,902970
2024-02-01,FOOTB533BF,90002004,202402,2024,February,Feb,Q1,2024-Q1,Atlikon Sports India,India,Brick & Mortar,Direct,Football,Football Shoes,RX Sprint Football Boots,UK 7,507,2960,1500720
2024-02-01,FOOT80D996,90002004,202402,2024,February,Feb,Q1,2024-Q1,Atlikon Sports India,India,Brick & Mortar,Direct,Football,Football,FX Striker Training Football,Hybrid Stitch,215,770,165550
2024-02-01,FOOT0CD3DE,90002004,202402,2024,February,Feb,Q1,2024-Q1,Atlikon Sports India,India,Brick & Mortar,Direct,Football,Football Shin Guards,ShieldX Football Shinguards,Large,96,4660,447360
2024-02-01,FOOT528FB5,90002004,202402,2024,February,Feb,Q1,2024-Q1,Atlikon Sports India,India,Brick & Mortar,Direct,Football,Football Shoes,RX Sprint Football Boots,Artificial Turf (TF),202,4670,943340
2024-02-01,FOOT86D9A9,90002004,202402,2024,February,Feb,Q1,2024-Q1,Atlikon Sports India,India,Brick & Mortar,Direct,Football,Goalkeeper Gloves,GK Defender Grip Gloves,Size 9,137,900,123300
2024-02-01,FOOT0E544D,90002004,202402,2024,February,Feb,Q1,2024-Q1,Atlikon Sports India,India,Brick & Mortar,Direct,Football,Football Shin Guards,ShieldX Football Shinguards,Medium,541,2240,1211840
2024-02-01,FOOTF63A17,90002004,202402,2024,February,Feb,Q1,2024-Q1,Atlikon Sports India,India,Brick & Mortar,Direct,Football,Football Shoes,RX Sprint Football Boots,Soft Ground (SG),82,7860,644520
2024-02-01,FOOT93E2C6,90002004,202402,2024,February,Feb,Q1,2024-Q1,Atlikon Sports India,India,Brick & Mortar,Direct,Football,Football Shoes,RX Sprint Football Boots,Firm Ground (FG),172,2600,447200
2024-02-01,FOOT2BAAAD,90002004,202402,2024,February,Feb,Q1,2024-Q1,Atlikon Sports India,India,Brick & Mortar,Direct,Football,Football,NX Turf Control Football,Hard Grip Surface,173,1430,247390
2024-02-01,FOOT9B3291,90002004,202402,2024,February,Feb,Q1,2024-Q1,Atlikon Sports India,India,Brick & Mortar,Direct,Football,Football,FX Striker Training Football,High Bounce,551,3510,1934010
2024-02-01,FOOT7DA9E9,90002004,202402,2024,February,Feb,Q1,2024-Q1,Atlikon Sports India,India,Brick & Mortar,Direct,Football,Football Shoes,RX Sprint Football Boots,UK 8,219,8470,1854930
2024-02-01,FOOT6681B1,90002004,202402,2024,February,Feb,Q1,2024-Q1,Atlikon Sports India,India,Brick & Mortar,Direct,Football,Football,NX Turf Control Football,Outdoor Turf,369,2010,741690
2024-02-01,FOOT2271DD,90002004,202402,2024,February,Feb,Q1,2024-Q1,Atlikon Sports India,India,Brick & Mortar,Direct,Football,Football,NX Turf Control Football,Match Turf Edition,175,4620,808500
2024-02-01,FOOT614FC7,90002004,202402,2024,February,Feb,Q1,2024-Q1,Atlikon Sports India,India,Brick & Mortar,Direct,Football,Football,NX Turf Control Football,Size 3,371,5160,1914360
2024-02-01,FOOT41CE85,90002004,202402,2024,February,Feb,Q1,2024-Q1,Atlikon Sports India,India,Brick & Mortar,Direct,Football,Football,NX Turf Control Football,Indoor Turf,576,1990,1146240
2024-02-01,FOOTC136F5,90002004,202402,2024,February,Feb,Q1,2024-Q1,Atlikon Sports India,India,Brick & Mortar,Direct,Football,Goalkeeper Gloves,GK Defender Grip Gloves,Roll Finger,485,5180,2512300
2024-02-01,FOOT7EB7BC,90002004,202402,2024,February,Feb,Q1,2024-Q1,Atlikon Sports India,India,Brick & Mortar,Direct,Football,Football,VX Match Premier Football,Thermo Bonded,1,3140,3140
2024-02-01,FOOT17860D,90002004,202402,2024,February,Feb,Q1,2024-Q1,Atlikon Sports India,India,Brick & Mortar,Direct,Football,Goalkeeper Gloves,GK Defender Grip Gloves,Size 6,2,1290,2580
2024-02-01,FOOT63FDD7,90002004,202402,2024,February,Feb,Q1,2024-Q1,Atlikon Sports India,India,Brick & Mortar,Direct,Football,Football Shin Guards,ShieldX Football Shinguards,Ankle Protection,2,7680,15360
2024-02-01,FOOT21667B,90002004,202402,2024,February,Feb,Q1,2024-Q1,Atlikon Sports India,India,Brick & Mortar,Direct,Football,Football,VX Match Premier Football,Pro Cushioning,5,7320,36600
2024-02-01,FOOTFCA276,90002004,202402,2024,February,Feb,Q1,2024-Q1,Atlikon Sports India,India,Brick & Mortar,Direct,Football,Football,VX Match Premier Football,FIFA Quality Pro,1,2640,2640
2024-02-01,FOOTD3B001,90002004,202402,2024,February,Feb,Q1,2024-Q1,Atlikon Sports India,India,Brick & Mortar,Direct,Football,Football,NX Turf Control Football,Rubber Outer Shell,5,4540,22700
2024-02-01,FOOT65813B,90002004,202402,2024,February,Feb,Q1,2024-Q1,Atlikon Sports India,India,Brick & Mortar,Direct,Football,Football,VX Match Premier Football,FIFA Basic Certified,1,5490,5490
2024-02-01,FOOT4A3199,90002004,202402,2024,February,Feb,Q1,2024-Q1,Atlikon Sports India,India,Brick & Mortar,Direct,Football,Football Shin Guards,ShieldX Football Shinguards,Youth,5,3320,16600
2024-02-01,FOOTFA6CB6,90002004,202402,2024,February,Feb,Q1,2024-Q1,Atlikon Sports India,India,Brick & Mortar,Direct,Football,Football,VX Match Premier Football,Size 5,4,3750,15000
2024-02-01,FOOT424157,90002004,202402,2024,February,Feb,Q1,2024-Q1,Atlikon Sports India,India,Brick & Mortar,Direct,Football,Football Shin Guards,ShieldX Football Shinguards,Adult,2,2010,4020
2024-02-01,FOOT67945A,90002004,202402,2024,February,Feb,Q1,2024-Q1,Atlikon Sports India,India,Brick & Mortar,Direct,Football,Goalkeeper Gloves,GK Defender Grip Gloves,GripMax Latex,6,1160,6960
2024-02-01,FOOTAB35F3,90002004,202402,2024,February,Feb,Q1,2024-Q1,Atlikon Sports India,India,Brick & Mortar,Direct,Football,Football Shoes,RX Sprint Football Boots,UK 9,3,7770,23310
2024-02-01,FOOT489639,90002004,202402,2024,February,Feb,Q1,2024-Q1,Atlikon Sports India,India,Brick & Mortar,Direct,Football,Football Shoes,RX Sprint Football Boots,Wide Fit,2,7800,15600
2024-02-01,FOOT49D279,90002004,202402,2024,February,Feb,Q1,2024-Q1,Atlikon Sports India,India,Brick & Mortar,Direct,Football,Football Shin Guards,ShieldX Football Shinguards,With Straps,5,4380,21900
2024-02-01,HNDLA1722E,90002004,202402,2024,February,Feb,Q1,2024-Q1,Atlikon Sports India,India,Brick & Mortar,Direct,Handball,Handball Accessories,NX Resin Handball Grip,Standard,3,1340,4020
2024-02-01,HNDL03C073,90002004,202402,2024,February,Feb,Q1,2024-Q1,Atlikon Sports India,India,Brick & Mortar,Direct,Handball,Handball,HX Grip Handball,Size 0,3,1370,4110
2024-02-01,HNDL9B1B7D,90002004,202402,2024,February,Feb,Q1,2024-Q1,Atlikon Sports India,India,Brick & Mortar,Direct,Handball,Handball,HX Grip Handball,Size 1,1,2490,2490
2024-02-01,HIKD0476A,90002004,202402,2024,February,Feb,Q1,2024-Q1,Atlikon Sports India,India,Brick & Mortar,Direct,Hiking,Hiking Shoes,HX TrailGrip Hiking Shoes,UK 7,10,6080,60800
2024-02-01,HIKAED3D8,90002004,202402,2024,February,Feb,Q1,2024-Q1,Atlikon Sports India,India,Brick & Mortar,Direct,Hiking,Hiking Shoes,HX TrailGrip Hiking Shoes,UK 10,6,1360,8160
2024-02-01,HIKD8EC67,90002004,202402,2024,February,Feb,Q1,2024-Q1,Atlikon Sports India,India,Brick & Mortar,Direct,Hiking,Hiking Apparel,AX Mountain Hiking Jacket,M,22,1550,34100
2024-02-01,HIK5BEC68,90002004,202402,2024,February,Feb,Q1,2024-Q1,Atlikon Sports India,India,Brick & Mortar,Direct,Hiking,Hiking Apparel,AX Mountain Hiking Jacket,XXL,4,6970,27880
2024-02-01,HIK8D130E,90002004,202402,2024,February,Feb,Q1,2024-Q1,Atlikon Sports India,India,Brick & Mortar,Direct,Hiking,Water Bottles,PX Insulated Hiking Bottle,750 ml,4,4440,17760
2024-02-01,HIK551B1C,90002004,202402,2024,February,Feb,Q1,2024-Q1,Atlikon Sports India,India,Brick & Mortar,Direct,Hiking,Water Bottles,PX Insulated Hiking Bottle,Steel,20,560,11200
2024-02-01,HIKC3460C,90002004,202402,2024,February,Feb,Q1,2024-Q1,Atlikon Sports India,India,Brick & Mortar,Direct,Hiking,Water Bottles,PX Insulated Hiking Bottle,500 ml,10,1160,11600
